Ticket,NF,Data Ocorrência,Ocorrência,Parceiro, Valor , Produto , Emissão ,Quantidade,Categoria Produto,UF,SKU
,8004,08/01/2024,Extravio,Tecmar," R$  10,73 ",Conector MC4 - Proauto (par)- Rev.,2023-11-22,1,Conector MC4,MS,10051
,8004,08/01/2024,Extravio,Tecmar," R$  45,27 ",Cabo Fotovoltáico Lafeber 6mm2 Preto,2023-11-22,3,Cabo,MS,
,8004,08/01/2024,Extravio,Tecmar," R$  45,27 ",CABO FOTOVOLTÁICO LAFEBER 6MM² VERMELHO,2023-11-22,3,Cabo,MS,20021
,8004,08/01/2024,Extravio,Tecmar," R$  1.071,36 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2023-11-22,2,Painel 460 Wp,MS,20768
,8004,08/01/2024,Extravio,Tecmar," R$  1.832,69 ",BOMBA SOLAR ZTROON 3POL - 3ZTPC5-45-48-500 (ATÉ 45M),2023-11-22,1,Bomba Solar,MS,20861
#35083,7938,10/01/2024,Avaria,Movvi," R$  794,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-22,1,Painel 580 Wp,SP,20767
#36102,7678,04/01/2024,Avaria,Gran Cargo," R$  714,60 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-21,1,Painel 580 Wp,SP,20767
#36010,7777,03/01/2024,Avaria,Movvi," R$  744,00 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2023-11-21,1,Painel 460 Wp,SP,20768
#35583,7740,20/12/2023,Avaria,Alfa," R$  714,60 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-21,1,Painel 580 Wp,RJ,20767
#35285,7893,13/12/2023,Extravio,Alfa," R$  54,00 ",KIT JUNÇÃO PERFIL H (4UND) P. MASTER REV,2023-11-21,4,Estrutura,SP,20822
#34973,7809,05/12/2023,Avaria,Alfa," R$  808,17 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-21,1,Painel 580 Wp,SP,20767
#34919,7574,30/11/2023,Extravio,Movvi," R$  749,00 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2023-11-17,1,Painel 460 Wp,SP,20768
#34830,7553,29/11/2023,Avaria,Gran Cargo," R$  705,86 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-17,1,Painel 580 Wp,MG,20767
#34850,7634,29/11/2023,Extravio,Tecmar," R$  83,88 ",CABO FOTOVOLTÁICO LAFEBER 6MM² VERMELHO,2023-11-17,12,Cabo,PA,20021
#34850,7634,29/11/2023,Extravio,Tecmar," R$  1.488,00 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2023-11-17,2,Painel 460 Wp,PA,20768
#34850,7634,29/11/2023,Extravio,Tecmar," R$  83,88 ",Cabo Fotovoltáico Lafeber 6mm2 Preto,2023-11-17,12,Cabo,PA,
#35153,7542,11/12/2023,Avaria,Alfa," R$  1.316,20 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2023-11-17,2,Painel 460 Wp,SP,20768
#35161,7577,11/12/2023,Extravio,Movvi," R$  579,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA330-36-P (330WP),2023-11-17,1,Painel 330 Wp,MG,20298
#35198,7606,12/12/2023,Extravio,Movvi," R$  521,10 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA330-36-P (330WP),2023-11-17,1,Painel 330 Wp,BA,20298
#35129,7515,08/12/2023,Extravio,Gran Cargo," R$  2.105,40 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-16,4,Painel 580 Wp,AP,20767
#34848,7490,29/11/2023,Avaria,Alfa," R$  749,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-16,1,Painel 580 Wp,ES,20767
#35001,7491,05/12/2023,Avaria,Alfa," R$  704,95 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-16,1,Painel 580 Wp,SP,20767
#35050,7448,06/12/2023,Avaria,Gran Cargo," R$  1.568,70 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-16,2,Painel 580 Wp,PA,20767
#35159,7482,11/12/2023,Extravio,Exata Cargo," R$  594,77 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-11-16,1,Controlador 40A,SP,10070
#35228,7448,12/12/2023,Avaria,Gran Cargo," R$  1.568,70 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-16,2,Painel 580 Wp,PA,20767
#35456,7507,18/12/2023,Avaria,Tecmar," R$  760,57 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-16,1,Painel 580 Wp,PR,20767
#34854,7394,29/11/2023,Extravio,Tecmar," R$  856,50 ",Controlador de Carga MPPT Epever 30A 12/24V XTRA3210N-XDS2,2023-11-14,2,Controlador 30A,BA,10071
#34853,7427,29/11/2023,Extravio,Tecmar," R$  349,30 ",Estrutura Solo P/ 4 Paineis P. Master Rev.,2023-11-14,2,Estrutura,RJ,
#34853,7427,29/11/2023,Extravio,Tecmar," R$  349,30 ",Fixador Central U P. Master Rev.,2023-11-14,2,Estrutura,RJ,
#34853,7427,29/11/2023,Extravio,Tecmar," R$  349,30 ",Fixador Final  Regulável P. Master Rev,2023-11-14,2,Estrutura,RJ,
#34854,7394,29/11/2023,Extravio,Tecmar," R$  527,76 ",Inversor Senoidal ZTROON ZT1000-11 12Vcc / 127Vca,2023-11-14,1,Inversor 1000W,BA,10235
#34854,7394,29/11/2023,Extravio,Tecmar," R$  566,14 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-11-14,1,Controlador 40A,BA,10070
#34853,7427,29/11/2023,Extravio,Tecmar," R$  698,60 ",KIT PARAFUSOS MARTELO M8 - REV.,2023-11-14,4,Estrutura,RJ,21001
#35304,7381,14/12/2023,Avaria,Alfa," R$  1.521,14 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-14,2,Painel 580 Wp,RS,20767
#34852,7391,29/11/2023,Extravio,Tecmar," R$  1.030,50 ",Painel Solar Fotovoltaico Resun RSM100P (100Wp),2023-11-14,5,Painel 100 Wp,SC,10142
#34851,7359,29/11/2023,Extravio,Tecmar," R$  1.530,00 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2023-11-14,4,Painel 210 Wp,BA,10165
#34852,7391,29/11/2023,Extravio,Tecmar," R$  4.421,76 ",Controlador de Carga MPPT Epever 20A 12/24V (XTRA2210N-XDS2),2023-11-14,12,Controlador 20A,SC,10072
#34852,7391,29/11/2023,Extravio,Tecmar," R$  4.431,24 ",BATERIA ESTACIONÁRIA FREEDOM DF3000 (185AH / 170AH),2023-11-14,6,Bateria 150 Ah,SC,20413
#34853,7427,29/11/2023,Extravio,Tecmar," R$  15.026,96 ",INVERSOR/CARREGADOR EP UPOWER HI 5000W/ 80A MPPT/ 48VCC/ 220VCA (UP5000-HM8042),2023-11-14,4,Inversor 5000W,RJ,20269
#34865,7420,30/11/2023,Avaria,Alfa," R$  863,10 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-14,1,Painel 580 Wp,SP,20767
#34936,7312,04/12/2023,Avaria,Solistica," R$  447,20 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2023-11-13,1,Painel 330 Wp,CE,10091
#34685,7220,24/11/2023,Avaria,Gran Cargo," R$  289,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-11-10,1,Painel 155 Wp,SP,10141
#34883,7219,30/11/2023,Avaria,Alfa," R$  1.066,03 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2023-11-10,1,Painel 595 Wp,SP,10263
#35190,7181,11/12/2023,Avaria,Alfa," R$  861,30 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-11-10,3,Painel 155 Wp,AM,10141
#36464,7184,22/01/2024,Avaria,Exata Cargo," R$  1.326,34 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2023-11-10,2,Painel 460 Wp,MS,20768
#35119,7145,13/12/2023,Extravio,Alfa," R$  41,94 ",CABO FOTOVOLTÁICO LAFEBER 6MM² PRETO,2023-11-09,6,Cabo,MG,20020
#35119,7145,13/12/2023,Extravio,Alfa," R$  41,94 ",CABO FOTOVOLTÁICO LAFEBER 6MM² VERMELHO,2023-11-09,6,Cabo,MG,20021
#35119,7145,13/12/2023,Extravio,Alfa," R$  29,80 ",CONECTOR MC4 - PROAUTO (PAR) - REV,2023-11-09,2,Conector MC4,MG,20121
#34589,7110,21/11/2023,Avaria,Tecmar," R$  683,14 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-09,1,Painel 580 Wp,PR,20767
#34725,6931,27/11/2023,Avaria,Alfa," R$  3.745,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-08,5,Painel 580 Wp,SP,20767
#34616,7024,27/11/2023,Avaria,Alfa," R$  13,41 ",Conector MC4 - Proauto (par)- Rev.,2023-11-08,1,Conector MC4,PA,10051
#37407,6968,20/03/2024,Avaria,Gran Cargo," R$  510,57 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2023-11-08,1,Painel 330 Wp,MS,10091
#37407,6968,20/03/2024,Avaria,Gran Cargo," R$  2.173,41 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-08,3,Painel 580 Wp,MS,20767
#34914,6966,01/12/2023,Avaria,Tecmar," R$  863,10 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-08,1,Painel 580 Wp,SC,20767
#35415,6870,16/12/2023,Avaria,Alfa," R$  309,00 ",PAINEL SOLAR FOTOVOLTAICO RESUN RS6E-155M (155WP),2023-11-07,1,Painel 155 Wp,RS,20019
#34966,6873,09/12/2023,Avaria,Tecmar," R$  467,10 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2023-11-07,1,Painel 280 Wp,PE,10092
#34531,6880,17/11/2023,Avaria,Alfa," R$  309,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-11-07,1,Painel 155 Wp,BA,10141
#35306,6696,26/12/2023,Extravio,Gran Cargo," R$  1.337,03 ",INVERSOR SENOIDAL EPEVER IPOWER PLUS(T-BR) IP1500-11 - 1500W/ 12VCC/ 127VCA,2023-11-01,1,Inversor 1500W,PA,20252
#34862,6593,14/11/2023,Extravio,Alfa," R$  1.394,07 ",BATERIA ESTACIONÁRIA FREEDOM DF2500 (165AH / 150AH),2023-10-31,1,Bateria 150 Ah,SP,20411
#34862,6593,14/11/2023,Extravio,Alfa," R$  482,67 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2023-10-31,1,Painel 280 Wp,SP,10092
#34862,6593,14/11/2023,Extravio,Alfa," R$  13,86 ",Conector MC4 - Proauto (par)- Rev.,2023-10-31,1,Conector MC4,SP,10051
#36242,6401,10/01/2024,Avaria,Tecmar," R$  476,59 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2023-10-27,1,Painel 210 Wp,BA,10165
#34533,6419,17/11/2023,Avaria,Tecmar," R$  1.199,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-10-27,1,Painel 580 Wp,MA,20767
#34436,6399,14/11/2023,Avaria,Alfa," R$  2.879,60 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-10-27,10,Painel 155 Wp,RS,10141
#34956,6350,01/12/2023,Extravio,Gran Cargo," R$  2.574,00 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-10-26,4,Controlador 40A,ES,10070
#34358,114322,06/11/2023,Extravio,TNT," R$  808,17 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-10-20,1,Painel 580 Wp,SP,20767
#34155,114219,31/10/2023,Extravio,RodomaxLog," R$  1.933,66 ",BOMBA SOLAR ZTROON 3POL - 3ZTS2.0-150-48-750 (ATÉ 150M),2023-10-19,1,Bomba Solar,SP,20860
#34404,6023,09/11/2023,Avaria,Alfa," R$  1.199,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-10-19,1,Painel 580 Wp,MG,20767
#34339,114048,06/11/2023,Avaria,TNT," R$  96,72 ",Painel Solar Fotovoltaico Resun RSM020P (20Wp),2023-10-17,1,Painel 20 Wp,CE,10143
#34043,113923,20/10/2023,Extravio,Correios," R$  657,07 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-10-16,1,Controlador 40A,PR,10070
#34060,113791,20/10/2023,Avaria,Gran Cargo," R$  538,47 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2023-10-10,1,Painel 330 Wp,MG,10091
#33905,113596,16/10/2023,Avaria,TNT," R$  579,00 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2023-10-05,1,Painel 330 Wp,GO,10091
#33895,113514,16/10/2023,Extravio,TNT," R$  233,25 ",Controlador de Carga com display Epever ViewStar série AU 20A 12/24V (VS2024AU),2023-10-04,1,Controlador 20A,DF,10079
#34386,5845,07/11/2023,Extravio,Tecmar," R$  20,16 ",Conector MC4 - Proauto Multibranch (par) - Rev,2023-10-03,2,Conector MC4,MA,10050
#34326,113374,06/11/2023,Avaria,TNT," R$  1.465,92 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2023-10-03,4,Painel 280 Wp,PI,10092
#34115,113303,27/10/2023,Extravio,Gran Cargo," R$  1.680,39 ",INVERSOR SENOIDAL EPEVER IPOWER PLUS(T-BR) IP2000-21 - 2000W/ 24VCC/ 127VCA,2023-10-02,1,Inversor 1500W,PA,20255
#33930,5828,17/10/2023,Avaria,Solistica," R$  1.299,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp) - cabo 2.0m,2023-10-02,1,Painel 595 Wp,RJ,10282
#34115,113303,27/10/2023,Extravio,Gran Cargo," R$  1.399,50 ",Inversor Senoidal ZTROON ZT1000-11 12Vcc / 127Vca,2023-10-02,2,Inversor 1000W,PA,10235
#34115,113303,27/10/2023,Extravio,Gran Cargo," R$  251,46 ",Controlador de Carga Epever LandStar série EU 10A 12/24V (LS1024EU),2023-10-02,3,Controlador 10A,PA,10075
#34115,113303,27/10/2023,Extravio,Gran Cargo," R$  572,90 ",Controlador de Carga Epever LandStar série E 20A 12/24V (LS2024E),2023-10-02,5,Controlador 20A,PA,10000320
#34115,113303,27/10/2023,Extravio,Gran Cargo," R$  4.323,90 ",Inversor Senoidal Epever IPower IP1500-11 - 1500W / 12Vcc / 120Vca TUC,2023-10-02,3,Inversor 1500W,PA,10125
#34612,113309,22/11/2023,Extravio,Exata Cargo," R$  549,00 ",Controlador de Carga MPPT Epever 30A 12/24V XTRA3210N-XDS2,2023-10-02,1,Controlador 30A,BA,10071
#34115,113303,27/10/2023,Extravio,Gran Cargo," R$  502,20 ",Painel Solar Fotovoltaico Resun RSM100P (100Wp),2023-10-02,2,Microinversor 2000W,PA,10142
#34115,113303,27/10/2023,Extravio,Gran Cargo," R$  8,00 ","SENSOR DE TEMPERATURA EPEVER RTS300R47K3.81A (LS...BN, VS...BN)",2023-10-02,2,Sensor,PA,20369
#34115,113303,27/10/2023,Extravio,Gran Cargo," R$  597,54 ",CONTROLADOR DE CARGA EPEVER LANDSTAR SERIE EU 30A 12/24V (LS3024EU),2023-10-02,3,Controlador 30A,PA,20137
#34398,113306,08/11/2023,Avaria,TNT," R$  506,05 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2023-10-02,1,Painel 330 Wp,SP,10091
#33937,113259,18/10/2023,Extravio,TNT," R$  519,00 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2023-09-29,1,Painel 280 Wp,SP,10092
#33933,113254,17/10/2023,Avaria,TNT," R$  628,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-09-29,2,Painel 155 Wp,RS,10141
#33622,113263,03/10/2023,Avaria,RodomaxLog," R$  1.969,44 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-09-29,6,Painel 155 Wp,SP,10141
#33955,5746,17/10/2023,Avaria,Alfa," R$  2.598,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-09-28,2,Painel 580 Wp,SP,20767
#34114,5782,27/10/2023,Extravio,Gran Cargo," R$  353.062,00 ",INVERSOR SENOIDAL EPEVER IPOWER PLUS(T) IP1000-21 - 1000W / 24VCC / 110VCA TROP,2023-09-28,200,Inversor 1000W,DF,20644
#34116,113045,27/10/2023,Extravio,Gran Cargo," R$  2.032,48 ",INVERSOR SENOIDAL EPEVER IPOWER PLUS(T-BR) IP3000-12 - 3000W/ 12VCC/ 220VCA,2023-09-27,1,Inversor 3000W,PA,20666
#34116,113045,27/10/2023,Extravio,Gran Cargo," R$  649,25 ",Inversor Senoidal ZTROON ZT1000-11 12Vcc / 127Vca,2023-09-27,1,Inversor 1000W,PA,10235
#34116,113045,27/10/2023,Extravio,Gran Cargo," R$  486,77 ",INVERSOR SENOIDAL ZTROON ZT600-11 12VCC / 127VCA,2023-09-27,1,,PA,20563
#34116,113045,27/10/2023,Extravio,Gran Cargo," R$  1.337,03 ",Inversor Senoidal Epever IPower IP1500-11 - 1500W / 12Vcc / 120Vca TUC,2023-09-27,1,Inversor 1500W,PA,10125
#33925,5736,17/10/2023,Avaria,Alfa," R$  1.299,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp) - cabo 2.0m,2023-09-27,1,Painel 595 Wp,MG,10282
#33958,113063,17/10/2023,Avaria, Gran Cargo ," R$  766,30 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-09-27,1,Painel 580 Wp,DF,20767
#34057,5709,20/10/2023,Avaria,Solistica," R$  1.699,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA575-36V-MH TOPCON (575WP) 2.0M CABO,2023-09-26,1,Painel 575 Wp,RS,20684
email,112831,18/10/2023,Extravio,Exata Cargo," R$  1.357,29 ",,2023-09-22,1,,CE,
#33721,112712,10/10/2023,Avaria,TNT," R$  309,77 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-09-21,1,Painel 155 Wp,SP,10141
#34402,112679,09/11/2023,Avaria,TNT," R$  773,10 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA575-36V-MH TOPCON (575WP) 2.0M CABO,2023-09-21,1,Painel 575 Wp,RJ,20684
#33412,112594,10/10/2023,Extravio,TNT," R$  3.434,28 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-09-20,6,Controlador 40A,AP,10070
#35033,112512,06/12/2023,Avaria,Tecmar," R$  430,42 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2023-09-19,1,Painel 210 Wp,SC,10165
#33720,5588,10/10/2023,Avaria,Alfa," R$  1.588,44 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA575-36V-MH TOPCON (575WP) 2.0M CABO,2023-09-18,2,Painel 575 Wp,MG,20684
#33586,112363,02/10/2023,Avaria,TNT," R$  426,79 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2023-09-18,1,Painel 210 Wp,GO,10165
#33594,112425,02/10/2023,Avaria,TNT," R$  328,24 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-09-18,1,Painel 210 Wp,DF,10141
#33471,112381,25/09/2023,Avaria,Alfa," R$  328,87 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-09-18,1,Painel 155 Wp,MG,10141
#33645,112329,04/10/2023,Avaria,Gran Cargo," R$  769,83 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-09-15,1,Painel 580 Wp,TO,20767
#33582,5539,17/10/2023,Extravio,Tecmar," R$  766,30 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-09-13,1,Painel 580 Wp,MG,20767
#33774,112194,13/10/2023,Extravio,Correios," R$  2.107,68 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-09-13,4,Controlador 40A,PA,10070
#33774,112194,13/10/2023,Extravio,Correios," R$  13,00 ","SENSOR DE TEMPERATURA EPEVER RTS300R47K3.81A (LS...BN, VS...BN)",2023-09-13,1,Sensor,PA,20369
#33445,112174,25/09/2023,Avaria,Gran Cargo," R$  212,47 ",Painel Solar Fotovoltaico Resun RSM060P (60Wp),2023-09-13,1,Painel 60 Wp,PA,10088
#33318,112016,19/09/2023,Avaria,TNT," R$  889,10 ",PAINEL SOLAR FOTOVOLTAICO LUXEN LNVU-550M (550WP),2023-09-12,1,Painel 550 Wp,SP,20295
#33314,111993,18/09/2023,Avaria,TNT," R$  440,10 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2023-09-12,1,Painel 210 Wp,MG,10165
#34901,111779,16/11/2023,Extravio,Exata Cargo," R$  1.626,57 ",Bateria Estacionária Moura Solar 12MS234 (220Ah),2023-09-11,1,Bateria 220 Ah,AC,10001203
#33282,111888,18/09/2023,Avaria,RodomaxLog," R$  285,65 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-09-11,1,Painel 155 Wp,SP,10141
#33281,111767,15/09/2023,Avaria,TNT," R$  431,00 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2023-09-06,1,Painel 210 Wp,MG,10165
#33468,111674,25/09/2023,Avaria,TNT," R$  657,74 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-09-05,2,Painel 155 Wp,SP,10141
#33438,5495,25/09/2023,Avaria,Tecmar," R$  889,10 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp) - cabo 2.0m,2023-09-04,1,Painel 595 Wp,RJ,10282
#33374,111535,21/09/2023,Avaria,TNT," R$  93,60 ",Painel Solar Fotovoltaico Resun RSM020P (20Wp),2023-09-04,1,Painel 20 Wp,AL,10143
#33203,111529,12/09/2023,Avaria,Correios," R$  98,10 ",Painel Solar Fotovoltaico Resun RSM020P (20Wp),2023-09-04,1,Painel 20 Wp,MG,10143
#33056,111211,04/09/2023,Avaria,Alfa," R$  212,97 ",Painel Solar Fotovoltaico Resun RSM060P (60Wp),2023-08-29,1,Painel 60 Wp,SC,10088
#33162,5454,11/09/2023,Avaria,Solistica," R$  1.299,00 ",Painel Solar Fotovoltaico Sunova Solar SS-595-78MDH (595Wp),2023-08-28,1,Painel 595 Wp,SP,10286
#33031,111102,01/09/2023,Avaria,RodomaxLog," R$  295,17 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-08-28,1,Painel 155 Wp,SP,10141
#34226,111002,27/10/2024,Extravio,Exata Cargo," R$  1.651,54 ",INVERSOR SENOIDAL EPEVER IPOWER PLUS(T-BR) IP1500-11 - 1500W/ 12VCC/ 127VCA,2023-08-25,1,Inversor 1500W,AC,20252
#33313,110996,18/09/2023,Avaria,Alfa," R$  152,10 ",Painel Solar Fotovoltaico Resun RSM030P (30Wp),2023-08-25,1,Painel 30 Wp,SP,10089
#34226,111002,27/10/2024,Extravio,Exata Cargo," R$  645,68 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-08-25,1,Controlador 40A,AC,10070
#34226,111002,27/10/2024,Extravio,Exata Cargo," R$  798,87 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA575-36V-MH TOPCON (575WP) 2.0M CABO,2023-08-25,1,Painel 575 Wp,AC,20684
#34226,111002,27/10/2024,Extravio,Exata Cargo," R$  1.626,57 ",Bateria Estacionária Moura Solar 12MS234 (220Ah),2023-08-25,1,Bateria 220 Ah,AC,10001203
#33261,110990,15/09/2023,Avaria,Gran Cargo," R$  417,80 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2023-08-24,1,Painel 330 Wp,RO,10091
#33139,110921,11/09/2023,Avaria,TNT," R$  798,87 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA575-36V-MH TOPCON (575WP) 2.0M CABO,2023-08-24,1,Painel 575 Wp,BA,20684
#33061,110913,05/09/2023,Avaria,TNT," R$  345,51 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-08-24,1,Painel 155 Wp,DF,10141
#32964,110952,29/08/2023,Avaria,RodomaxLog," R$  1.590,94 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-08-24,2,Painel 580 Wp,SP,20767
#33446,110857,25/09/2023,Avaria,TNT," R$  794,22 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA575-36V-MH TOPCON (575WP) 2.0M CABO,2023-08-23,1,Painel 575 Wp,CE,20684
#33351,110848,20/09/2023,Avaria,TNT," R$  321,32 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-08-23,1,Painel 155 Wp,SP,10141
#32971,110834,29/08/2023,Avaria,TNT," R$  328,23 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-08-23,1,Painel 155 Wp,RS,10141
#33251,110776,14/07/2023,Extravio,TNT," R$  574,42 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2023-08-22,1,Painel 460 Wp,BA,20768
#32875,108750,22/08/2023,Avaria,TNT," R$  247,67 ",Painel Solar Fotovoltaico Resun RSM100P (100Wp),2023-08-22,1,Painel 100 Wp,BA,10142
#33001,110607,30/08/2023,Avaria,TNT," R$  295,17 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-08-21,1,Painel 155 Wp,GO,10141
#33157,110345,11/09/2023,Avaria,TNT," R$  1.055,96 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2023-08-16,2,Painel 330 Wp,PI,10091
#33129,110385,05/09/2023,Avaria,Correios," R$  152,10 ",Painel Solar Fotovoltaico Resun RSM030P (30Wp),2023-08-16,1,Painel 30 Wp,SP,10089
#32900,110342,24/08/2023,Avaria,TNT," R$  387,48 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-08-16,1,Painel 155 Wp,PE,10141
#32879,110399,22/08/2023,Avaria,TNT," R$  472,71 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2023-08-16,1,Painel 280 Wp,PR,10092
#32851,110311,21/08/2023,Avaria,TNT," R$  324,57 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-08-15,1,Painel 155 Wp,PR,10141
#32958,5390,29/08/2023,Avaria,Gran Cargo," R$  2.422,30 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2023-08-14,2,Painel 595 Wp,MG,10263
#32903,110141,25/08/2023,Avaria,Alfa," R$  1.180,68 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-08-14,1,Painel 155 Wp,SP,10141
